cano_smiles,aromatic_count
COC(=O)C1CCC(C(=O)OC)CC1,0
CC(C)(C)CN1C(=O)C(=O)NC[C@@H]1CCCCN,0
CC1(C)CC2CC(C)(CN2/C=C2/CCCCC2=O)C1,0
O=C(O)CBr,0
OCCN1CC(O)C(O)C(O)C1CO,0
CC[C@H](CO)NCCN[C@H](CC)CO,0
CCOC(=O)C1=C(C)/C(=C(/C)NO)C(C)=N1,0
CC/C(O)=C1/C(=O)NC(=O)N(C2CCCCCC2)C1=O,0
C[C@@H]1OC(OC2CC[C@@]3(C)C(CC[C@@]4(C)C3CC=C3C5CC(C)(C)CC[C@]5(C(=O)OC5OCC(O)[C@@H](O)[C@@H]5OC5O[C@@H](C)[C@H](O[C@H]6OC(CO)C(O)C(O)C6O)C(O)C5O)C(O)C[C@@]34C)C2(C)C)C(O)C(O)[C@H]1OC1OCC(O)C(O)[C@H]1O,0
O=C1CCCN1C(=O)CCC(=O)N1CCCC1=O,0
C=C[C@@H]1C[C@H]2C=C[C@@H]([C@@H](C)C(=O)OC)OP(=O)(O1)O2,0
CCOC(=O)[C@@H]1CSCC[S+](=O)([O-])N1C(=O)[C@@H](NC(=O)OC(C)(C)C)[C@@H](C)CC,0
CC1CC(NC(=S)N(C)C)CC(C)(C)C1,0
C=C1C=C(C)[C@](C)(O)C[C@H](O)CC(=O)[C@H](O)[C@@H](O)[C@H](C)C[C@H](C)OC(=O)C(C)=CCCC=C[C@@H]2O[C@H]2C[C@H](C)C1,0
CC1(C)NC(=O)N(CC(O)CN2CCCCC2)C1=O,0
CC(C)(CS(=O)(=O)[O-])NC(=O)CC[N+](C)(C)CCO,0
NC1CCCCC1N,0
CC(C)OC(=O)C(CC(=O)O)N1CCOCC1,0
CC[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](CC=C(C)C[C@@H](C)C=CC=C3CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2,0
CC1=C(C(=O)N(C)C)CC(CC(=O)NC2CCCCC2)C(=O)N1CCC1=CCCCC1,0
CN1C(=O)COC2CCC(C(=O)C3=C(C(=O)O)CCCC3)CC21,0
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3C(=O)C[C@@]21C,0
CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CO)NC(=O)CN)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCSC)C(=O)O)[C@@H](C)CC,0
O=C1NC(=O)C(=O)N1,0
CCC(CC)CN1CCC(CN2C(=O)C(=O)NC[C@@H]2[C@@H](C)CC)CC1,0
COC1=NC2=NCCN2C(OC)=N1,0
CCO[C@H]1OC(C(=O)N2CCN(C)CC2)=C[C@@H](C(C)(C)C)[C@@H]1CCCO,0
C[C@@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H](O)CC[C@H]12,0
O=N/C=C1/C=CC(C(=O)NCCCNCCCNC(=O)C2=CN/C(=C\N=O)C=C2)=CN1,0
CC(C)(C)OC(=O)C[C@@H]1CC=CC[C@@H](CC(=O)NCCO)C(=O)N[C@H](C(C)(C)C)COC1=O,0
C=C1CCC2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=CCOC1=O,0
COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@H](CC[C@@]24CCC(=O)O4)[C@@H]13,0
C=CCN1C(=O)NC(=O)/C(=C(\O)CCCCCC)C1=O,0
C=CC(=O)NCNC(=O)C=C,0
CC(C)CC(=O)C(=O)[O-],0
CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,0
COCCCNC(=S)NNC=C1C=CC(=O)C=C1,0
NC(=O)CN1CCOCCOCCN(CC(N)=O)CCOCCOCC1,0
N#CC1=C(N)SC(N)=C(C#N)C1C1C=CCCC1,0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,0
CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C=C(C(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,0
CC(=O)SCC[N+](C)(C)C,0
O=C(O)C(CCCCN1C(=O)C2C3C=CC(C3)C2C1=O)N1C(=O)C2C3C=CC(C3)C2C1=O,0
O=C(NO)C1CC2C=CC1C2,0
C=C(C)[C@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@@H](CC[C@@H]4[C@]3(C)CC[C@H]3C(C)(C)[C@H](O)CC[C@]43C)[C@H]12,0
CC12CCC(C(=O)NC3CCCCC3)([C@H](Br)C1=O)C2(C)C,0
CC(C)C[C@@H](N)C(=O)O,0
CCOC(=O)C1C=CN=C1C,0
CCSC(C)CC1CC(=O)CC(=O)C1,0
O=C1C=C[C@@H](O)[C@@H]2[C@@H]1CC[C@H]1C(=O)N(C3CCCCC3)C(=O)[C@H]12,0
CCN1C2=C(C=C/C1=C1\C(=O)N(C)C(=S)N1C1CCCCC1)CCCC2,0
CCC=O,0
C1CN(CC23CC4CC(CC(C4)C2)C3)CCO1,0
CC(=O)O[C@]1(C(C)=O)CC[C@H]2C3C=C(Cl)C4=CC(=O)[C@@H]5C[C@H]5[C@]4(C)C3CC[C@@]21C,0
CCOC(=O)N1CCN(S(=O)(=O)N2CCCC(C(=O)NCCCN3CC(C)CC(C)C3)C2)CC1,0
CCCCN1C(=O)CC(N2CCOCC2)C1=O,0
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,0
NC(N)=N[C@H](CCC(=O)O)C(=O)O,0
CCOC(=O)CCC(NC(=O)CCCC(=O)NC(CCC(=O)OCC)C(=O)OCC)C(=O)OCC,0
CC(C)C/N=C(\N)N=C(N)N,0
CC1CC(C)C[N+](=C2C=C(N3CCCC3)CC(C)(C)C2)C1,0
CC(C)(C)OC(=O)NNC(=O)C12CC3CC(CC(C3)C1)C2,0
CC(C)C[C@H]1CNC(=S)N1CC1CCN(CC2CCC(C(C)(C)C)CC2)CC1,0
ClC(Br)Br,0
O=C(NCC(F)(F)F)N1CCOCC1,0
O=C(COC(=O)C1=COCCO1)NC1CCCCC1,0
O=C(CC1NC(=O)NC1=O)NC1(C(=O)NC2CCCCC2)CCCCC1,0
CC1=CC(NN/C=C2\C=CC(=O)C=C2O)=N/C(=C2/C=CC=CC2=O)N1,0
CC1CCCC(NC(=O)C2CCC(CNc3c(N4CCCCC4)c(=O)c3=O)CC2)C1C,4
CCOC(=O)N1CCC(Nc2c(NCCCN(CC)CC)c(=O)c2=O)CC1,4
CCOC(=O)N1CCC(Nc2c(OCC)c(=O)c2=O)CC1,4
CC(C)(C)NC(=O)C1CCC(CNc2c(N3CCCCC3)c(=O)c2=O)CC1,4
CCOC(=O)N1CCN(c2c(NCCCN3CCCCCC3)c(=O)c2=O)CC1,4
CC1CCN(c2c(NCC3CCC(C(=O)NC4CCCCCC4)CC3)c(=O)c2=O)CC1,4
O=C(O)C1CCC(CNc2c(NC3CCCCC3)c(=O)c2=O)CC1,4
CCOC(=O)N1CCN(c2c(N3CCOCC3)c(=O)c2=O)CC1,4
CCCCN(C)c1c(N2CCC(C(=O)OCC)CC2)c(=O)c1=O,4
O=C(C1CCC(CNc2c(N3CCCCC3)c(=O)c2=O)CC1)N1CCN(C2CCCCC2)CC1,4
CCOC(=O)N1CCN(c2c(NCCN3CCCCC3CC)c(=O)c2=O)CC1,4
CCNc1c(NCC)c(=O)c1=O,4
CCCN(CCC)CCNc1c(N2CCN(C(=O)OCC)CC2)c(=O)c1=O,4
CC(C)CCNC(=O)C1CCC(CNc2c(N3CCCC3)c(=O)c2=O)CC1,4
CCCNc1c(N)c(=O)c1=O,4
CCOc1c(N2CCCCC2)c(=O)c1=O,4
CCCCNc1c(N2CCN(C(=O)OCC)CC2)c(=O)c1=O,4
CCOC(=O)N1CCN(c2c(N3CCN(C(=O)OCC)CC3)c(=O)c2=O)CC1,4
CCOC(=O)C1CCN(c2c(NCCCN(C)C3CCCCC3)c(=O)c2=O)CC1,4
CCOC(=O)N1CCC(Nc2c(NCCCN3CCN(C4CCCCC4)CC3)c(=O)c2=O)CC1,4
O=C(C1CCC(CNc2c(N3CCCCC3)c(=O)c2=O)CC1)N1CCCC1,4
CCOC(=O)N1CCN(c2c(NCC3CCCO3)c(=O)c2=O)CC1,4
CCOC(=O)N1CCN(c2c(N3CCC(N4CCCCC4)CC3)c(=O)c2=O)CC1,4
CCOC(=O)C1CCCN(c2c(NCCN3CCCCC3C)c(=O)c2=O)C1,4
CCOc1c(N2CCOCC2)c(=O)c1=O,4
O=C(NCCC1=CCCCC1)C1CCC(CNc2c(N3CCCCC3)c(=O)c2=O)CC1,4
CCOC(=O)C1CCCN(c2c(NCC3CCCO3)c(=O)c2=O)C1,4
CC(C)Oc1c(N2CCOCC2)c(=O)c1=O,4
CC(C)CCNC(=O)C1CCC(CNc2c(N3CCC(C)CC3)c(=O)c2=O)CC1,4
CCCCN(CC)CCNc1c(N2CCN(C(=O)OCC)CC2)c(=O)c1=O,4
CCOC(=O)C1CCCN(c2c(N3CCC(N4CCCCC4)CC3)c(=O)c2=O)C1,4
CC1CCN(c2c(NCC3CCC(C(=O)N4CCCCC4)CC3)c(=O)c2=O)CC1,4
CCOC(=O)N1CCC(Nc2c(NCCCOC)c(=O)c2=O)CC1,4
CCOC(=O)C1CCCN(c2c(N3CCN(C4CCCCC4)CC3)c(=O)c2=O)C1,4
CCOC(=O)C1CCCN(c2c(NCCC(C)C)c(=O)c2=O)C1,4
CC1CCN(C(=O)C2CCC(CNc3c(N4CCCCC4)c(=O)c3=O)CC2)CC1,4
O=C(C1CCC(CNc2c(N3CCCCC3)c(=O)c2=O)CC1)N1CCCCC1,4
CC1CC(C)CN(C(=O)C2CCC(CNc3c(N4CCCCC4)c(=O)c3=O)CC2)C1,4
CCOC(=O)N1CCC(Nc2c(NCCCN3CCN(CC)CC3)c(=O)c2=O)CC1,4
CCOC(=O)C1CCCN(c2c(N3CCOCC3)c(=O)c2=O)C1,4
O=C(NCCC1=CCCCC1)C1CCC(CNc2c(N3CCCC3)c(=O)c2=O)CC1,4
CCCCNC(=O)C1CCC(CNc2c(N3CCC(C)CC3)c(=O)c2=O)CC1,4
CCCN(CCC)CCNc1c(NC2CCN(C(=O)OCC)CC2)c(=O)c1=O,4
CC1CCCC(NC(=O)C2CCC(CNc3c(N4CCCC4)c(=O)c3=O)CC2)C1C,4
CCOC(=O)C1CCN(c2c(NCCCN3CCCCC3)c(=O)c2=O)CC1,4
CCOC(=O)C1CCCN(c2c(NCCCN3CCCC(C)C3)c(=O)c2=O)C1,4
CC1CCN(c2c(NCC3CCC(C(=O)NCCC4=CCCCC4)CC3)c(=O)c2=O)CC1,4
CCOC(=O)N1CCN(c2c(NCCOC)c(=O)c2=O)CC1,4
CCOC(=O)C1CCCN(c2c(NCC3CCCN3CC)c(=O)c2=O)C1,4
CCOC(=O)C1CCN(c2c(NCCC(C)C)c(=O)c2=O)CC1,4
O=C(NC1CCCCCCC1)C1CCC(CNc2c(N3CCCC3)c(=O)c2=O)CC1,4
CCCCN(CC)CCNc1c(NC2CCN(C(=O)OCC)CC2)c(=O)c1=O,4
CCOC(=O)N1CCN(c2c(NCCCN3CCCC(C)C3)c(=O)c2=O)CC1,4
CC1CCN(c2c(NCC3CCC(C(=O)N4CCCC(C)C4)CC3)c(=O)c2=O)CC1,4
O=c1c(N2CCOCC2)c(N2CCOCC2)c1=O,4
CCOC(=O)C1CCN(c2c(NCCN3CCCCC3C)c(=O)c2=O)CC1,4
CCOc1c(N2CC(C)OC(C)C2)c(=O)c1=O,4
CCOC(=O)C1CCN(c2c(N3CCCCCC3)c(=O)c2=O)CC1,4
CCOC(=O)C1CCCN(c2c(NCCN3CCCCC3CC)c(=O)c2=O)C1,4
CCOC(=O)C1CCCN(c2c(N3CCN(C)CC3)c(=O)c2=O)C1,4
CCCCn1cnc(C(=O)OCC)c1N,5
Cc1sc(NC(=O)C2CCCC2)c(C#N)c1C,5
CC1=C(C(=O)O)N2C(=O)C(NC(=O)c3nn(C)cc3[N+](=O)[O-])C2SC1,5
CCOC(=O)CNC(=S)N(CCCN1CCN(C)CC1)Cc1cccs1,5
CCOC(=O)c1c(S(=O)(=O)N2CCCC2)c(C)n(C)c1C,5
CCOC(=O)C1CCN(C(=O)c2ccco2)CC1,5
CCOC(=O)c1sc(NC(=O)C2CC=CCC2C(=O)O)nc1C,5
CCc1nnc(NC(=O)CC23CC4CC(CC(Br)(C4)C2)C3)s1,5
O=C1CCCc2nc(N3CCCCC3)sc21,5
Nc1nc(/C(=C/CC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,5
c1ncc(CC2CCNCC2)[nH]1,5
CC12CN3CC(C)(CN(C1)C3c1cccs1)C2,5
O=C(c1cccs1)N1CCN(C23CC4CC(CC(C4)C2)C3)CC1,5
COC(=O)C1=C(C)N(C)C(C)=C(C(=O)OC)C1c1ccsc1,5
CC(=O)Nc1n[nH]c(=S)s1,5
Cc1c(C(=O)O)oc2c1C(O)CCC2,5
CCCCSCc1cc(C(=O)O)oc1C(C)(C)C,5
O=C1C2CC=CCC2C(=O)N1n1cnnc1,5
CCN(CC)CCCNC(=O)C1CCCN(c2nnc(N3CCCC3=O)s2)C1,5
CCCSc1nsc(NC(=O)CC)n1,5
Cc1nnc(SCC(=O)NC(C)(C)C)n1C1CCCCC1,5
CCCC1(C(=O)OCC)NC(c2ccco2)C2C(=O)N(C)C(=O)C21,5
CCN(C(=O)COC(=O)c1c(NC(C)=O)sc(C)c1C)C1CCS(=O)(=O)C1,5
COC(=O)[C@H](NC(=O)c1cc([C@@H](NC(=O)OC(C)(C)C)C(C)C)sc1N)C(C)C,5
CC(Sc1nnc(C(F)(F)F)n1C)C(=O)NC(N)=O,5
COC(=O)N(C)C[C@@H]1OCc2cnnn2CCCC(=O)N([C@@H](C)CO)C[C@H]1C,5
CC1CCCC(C)N1C(=O)COC(=O)/C=C/c1ccco1,5
O=C(NN1CCOCC1)c1ccc(Cl)s1,5
CCC(=O)N(CC(=O)Nc1sc(C)c(C)c1C(N)=O)C1CCCC1,5
CCOC(=O)c1sc(NC(=O)OC)c(C(=O)OC)c1C,5
CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,5
CCCc1nnc(NC(=O)CN2CCN(C)CC2)s1,5
O=C(COC(=O)c1cccs1)NC1CCCCC1,5
Cc1nnsc1C(=O)NC(C)C12CC3CC(CC(C3)C1)C2,5
CCOC(=O)c1cc(CC)sc1NC(=O)CCC(=O)O,5
CC(C)COC(=O)N(C)C[C@H]1OCc2cnnn2CCCC(=O)N([C@H](C)CO)C[C@@H]1C,5
O=S(=O)(NC1=NCCCCCC1)c1cccs1,5
CC1=C(C(N)=O)C(c2sccc2C)N2NN=NC2=N1,5
CC(C)(C)C1CCC(C(=O)NCC(c2cccs2)N2CCOCC2)CC1,5
C/C=C(\C)C(=O)OC1[C@@H]2C=C3C4CC(=O)OC(c5ccoc5)[C@]4(C)CCC3[C@@](C)(C2=O)C(C(O)C(=O)OC)C1(C)C,5
NC(=O)C1CCN(C(=O)Cc2ccsc2)CC1,5
CCC(C)(C)NC(=O)C1CCN(S(=O)(=O)c2cccs2)CC1,5
CCC(C(=O)Nc1ncn[nH]1)(C(F)(F)F)C(F)(F)F,5
COC(=O)C1=C(C)OC(N)=C(C#N)C1c1cc(C)sc1C,5
CCOC(=O)c1cc(CC)sc1/N=C/C1C(=O)CC(C)(C)CC1=O,5
CC(C)(C)OC(=O)N1CCC(NC(=O)c2nc[nH]c2C(=O)NC2CCN(C(=O)OC(C)(C)C)CC2)CC1,5
CN1CCN(C(=O)C2CCN(S(=O)(=O)c3cnc[nH]3)CC2)CC1,5
CCOC(=O)C1CCN(/C=C2/C(=O)NC(=O)N(Cc3ccco3)C2=O)CC1,5
CCOC(=O)c1cc(S(=O)(=O)N2CCC(C)CC2)cn1C,5
O=C(c1cc(Br)c[nH]1)N1CCSCC1,5
C=CCC(C)(O)c1ccco1,5
Cc1ccsc1/C=C1\C(=O)NC(=S)N(C)C1=O,5
Cc1nn(C)c(Cl)c1CN1CCN(CC(C)C)C(CCO)C1,5
Cc1cc(S(=O)(=O)NCCN2CCOCC2)c(C)s1,5
Nc1nnc(N2CCCCC2)s1,5
CCOC(=O)n1ccn(C)c1=S,5
COC1=CC=C/C(=C\NNC(=O)C(=O)NCc2ccco2)C1=O,5
COC(=O)CCCn1cc(CN2CC(N(C)C)CS2(=O)=O)nn1,5
CC1(C)CC2CC(C)(CN2C(=O)c2cccs2)C1,5
CC(C)C[C@@H]1O[C@H](C(C)C)Cc2[nH][nH]c(=O)c21,5
CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,5
CCOC(=O)CSc1nnc(C)n1N,5
CCCc1[nH]nc2c1C(C1CCCCC1)C(C#N)=C(N)O2,5
CCCNC(=O)C1(C)CCCN(Cc2ccc(C(=O)OCC)o2)C1,5
Cc1scc(C(=O)NNC(=S)NCC(C)C)c1C,5
CCNC(=O)c1c(NC(=O)C2=C/C(=C3/C=CC(C)=C(C)C3=O)NN2)sc2c1CCCC2,5
CC1=C(C(=O)N2CCCCC2)C(c2cccs2)C2=C(CCCC2=O)N1,5
Cc1occc1C(=O)NC1CCCCCCC1,5
CC1(OC(=O)c2ccco2)C(=O)C=C2C=C(C3CC3)OC=C2C1=O,5
CC(C)(CO)CN1CCC(n2nccc2NC(=O)C2CCOC2)CC1,5
CC(C)(C)C(=O)Nc1sc2c(c1C#N)CCC2,5
CCOC(=O)CCN1C(=O)[C@H]2CC[C@@H]3/C(=N\OC[C@@H](O)COCc4ccco4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,5
Cn1cc([N+](=O)[O-])c(C(=O)NC2CCCC2)n1,5
CC1(C)CN(c2ccsc2C(=O)O)C1=O,5
CCc1oc(C(=O)OC)cc1CSC(=N)N,5
CCC(c1nnnn1C(C)(C)C)N1CCN(C2CCCC2)CC1,5
CC(C)(C)c1csc(NC(=O)CSC2=NCCS2)n1,5
C=CCSC1=Nc2sccc2C2=NC(=O)CN12,5
C=CCC(C)(O)c1ccsc1,5
CCOC(=O)N1CCN(C(=O)CCS(=O)(=O)c2ccc(Br)s2)CC1,5
Cc1nn(C)c(C)c1NC(=O)C12CC3CC(CC(C3)C1)C2,5
O=C(O)c1cscn1,5
CCOC(=O)N1CCN(C(=O)C(=O)Nc2sc3c(c2C#N)CC(C)(C)OC3)CC1,5
CC(C)CCNC(=O)CNC(=O)c1cccs1,5
CCCCCCCCc1nc(SC(C)C(=O)O)n[nH]1,5
CC(C)=CCN1CCN(Cc2cn[nH]c2C2CCCCC2)CC1CCO,5
O=C(NCc1cccs1)C1CC1,5
CCn1cc(/C=N\NC(=O)C2(C)CC2(Cl)Cl)c(C)n1,5
CCn1cc(S(=O)(=O)NC2CCCCC2)cn1,5
Cc1o[nH]c(=O)c1C[C@@H](N)C(=O)O,5
Cc1ccsc1/C=C1/SC(N2CC(C)OC(C)C2)=NC1=O,5
COC(=O)CCCCCc1ccc(C(C)=O)s1,5
Cc1cc(C(=O)NNC(=O)CCC2CCCCC2)c(C)o1,5
Cc1ccc(C(=O)NCC(=O)O)o1,5
N[C@@H](Cn1oc(=O)[nH]c1=O)C(=O)O,5
CCOC(=O)N1CCN(C(=O)C(C)NC(=O)c2ccco2)CC1,5
Cc1[nH+]csc1CCOC(=O)C1C2CC3CC(C2)CC1C3,5
CC(C)(C)C(=O)N1CCN(C(=O)c2ccco2)CC1,5
CC(C)(C)OC(=O)NCCCCCNC(=O)c1[nH]cnc1C(=O)N[C@@H](CCCCNC(=O)OC(C)(C)C)C(=O)OC(C)(C)C,5
O=C(CSC1CCCCC1)Nc1nccs1,5
COC(=O)c1c(NC(=O)CCCC(=O)O)sc2c1CCCCC2,5
CCOC(=O)c1sc(=S)n(C)c1N,5
N=c1sccn1CC(=O)NC(=O)NC1CCCC1,5
Cc1nn(CC(=O)NC2CCCC2)c(C)c1[N+](=O)[O-],5
Cc1nn(C)c(Cl)c1C(N)=O,5
CCNC(=S)NNC(=O)c1csc2c1CCCC2,5
CCCCSc1nn[nH]n1,5
